0; 0.078459; 0.156434; 0.233445; 0.309017; 0.382683; 0.45399; 0.522498; 0.587785; 0.649448; 0.707106; 0.760405; 0.809017; 0.85264; 0.891006; 0.923879; 0.951056; 0.97237; 0.987688; 1; 
0; 0.103758; 0.205012; 0.302293; 0.394479; 0.480785; 0.560707; 0.633942; 0.700299; 0.759624; 0.811748; 0.856475; 0.893616; 0.923075; 0.94497; 0.959792; 0.968595; 0.973301; 0.977367; 0.987688; 
0; 0.124111; 0.244003; 0.357374; 0.462567; 0.558541; 0.644771; 0.721089; 0.787519; 0.844126; 0.890915; 0.927807; 0.954711; 0.971677; 0.979122; 0.978104; 0.970603; 0.959868; 0.950883; 0.951057; 
0; 0.139756; 0.273891; 0.399426; 0.51427; 0.617187; 0.707647; 0.785609; 0.851276; 0.904881; 0.946547; 0.97625; 0.993918; 0.999655; 0.99405; 0.978519; 0.955633; 0.92938; 0.905387; 0.891007; 
0; 0.151037; 0.295346; 0.429423; 0.550841; 0.658224; 0.75105; 0.829385; 0.893568; 0.943944; 0.980679; 1.00372; 1.01293; 1.00837; 0.990641; 0.961357; 0.923411; 0.8812; 0.840643; 0.809017; 
0; 0.158368; 0.309164; 0.448494; 0.573697; 0.683304; 0.776815; 0.854381; 0.916434; 0.963363; 0.995304; 1.0121; 1.01343; 0.999219; 0.969995; 0.927399; 0.87449; 0.815889; 0.757682; 0.707107; 
0; 0.162181; 0.316153; 0.457771; 0.58423; 0.694019; 0.786675; 0.862413; 0.921712; 0.964947; 0.992148; 1.00296; 0.996845; 0.973462; 0.933191; 0.877616; 0.80986; 0.73467; 0.658237; 0.587786; 
0; 0.162844; 0.316997; 0.45819; 0.583568; 0.69163; 0.781963; 0.854832; 0.910723; 0.94994; 0.972345; 0.97733; 0.964053; 0.931888; 0.880999; 0.812866; 0.730614; 0.639061; 0.544457; 0.453991; 
0; 0.16058; 0.312097; 0.450283; 0.572321; 0.676777; 0.763305; 0.832206; 0.883941; 0.918697; 0.936122; 0.935317; 0.915108; 0.874566; 0.813624; 0.733635; 0.637695; 0.53064; 0.418717; 0.309018; 
0; 0.155402; 0.301455; 0.434013; 0.550392; 0.649273; 0.730395; 0.794089; 0.840765; 0.870462; 0.882591; 0.875953; 0.849056; 0.800686; 0.730563; 0.639914; 0.531769; 0.41092; 0.283515; 0.156436; 
0; 0.147088; 0.284632; 0.408736; 0.51693; 0.608062; 0.681972; 0.739013; 0.779525; 0.803391; 0.809791; 0.797255; 0.764025; 0.708656; 0.630699; 0.531256; 0.413253; 0.281337; 0.141419; 1.32679e-06; 
0; 0.135222; 0.260845; 0.373338; 0.470523; 0.551456; 0.61609; 0.664791; 0.697827; 0.714933; 0.715097; 0.696648; 0.657648; 0.596505; 0.512652; 0.407071; 0.282515; 0.143352; -0.00493055; -0.156433; 
0; 0.11932; 0.229202; 0.326583; 0.409639; 0.47766; 0.530716; 0.569185; 0.593267; 0.602583; 0.596; 0.571745; 0.527812; 0.462566; 0.375379; 0.267098; 0.140213; -0.00135657; -0.152779; -0.309015; 
0; 0.0990186; 0.189067; 0.267624; 0.333263; 0.385521; 0.424579; 0.450825; 0.464411; 0.4649; 0.451128; 0.421344; 0.373603; 0.306331; 0.218887; 0.111963; -0.0123245; -0.150689; -0.299205; -0.453989; 
0; 0.0742926; 0.140461; 0.196569; 0.241603; 0.275343; 0.298071; 0.310189; 0.311827; 0.302558; 0.281295; 0.246435; 0.196223; 0.129242; 0.0448866; -0.0563348; -0.17278; -0.301965; -0.44111; -0.587784; 
0; 0.0456344; 0.0843933; 0.114936; 0.136652; 0.149544; 0.15398; 0.150378; 0.138884; 0.11915; 0.09027; 0.0509102; -0.000381506; -0.0647786; -0.142811; -0.234164; -0.337723; -0.451917; -0.575278; -0.707105; 
0; 0.0141481; 0.0230347; 0.0258883; 0.0224678; 0.0129665; -0.00217994; -0.0225372; -0.047908; -0.0784949; -0.114938; -0.158204; -0.209352; -0.269243; -0.338286; -0.416329; -0.502765; -0.5969; -0.698581; -0.809016; 
0; -0.0184799; -0.0403475; -0.0658631; -0.0949518; -0.127272; -0.162347; -0.199726; -0.239135; -0.280588; -0.324394; -0.371092; -0.42129; -0.475483; -0.533907; -0.596494; -0.663005; -0.733381; -0.808425; -0.891006; 
0; -0.0501265; -0.101665; -0.154449; -0.208161; -0.262363; -0.31657; -0.370322; -0.423267; -0.475202; -0.526087; -0.576005; -0.625089; -0.67344; -0.721062; -0.767859; -0.813721; -0.858757; -0.903747; -0.951056; 
0; -0.078459; -0.156434; -0.233445; -0.309017; -0.382683; -0.45399; -0.522498; -0.587785; -0.649448; -0.707106; -0.760405; -0.809017; -0.85264; -0.891006; -0.923879; -0.951056; -0.97237; -0.987688; -0.987688; 
