0; 0.0314107; 0.0471064; 0.0627905; 0.078459; 0.0941082; 0.109734; 0.125333; 0.140901; 0.156434; 0.171929; 0.187381; 0.202787; 0.218143; 0.233445; 0.24869; 0.263873; 0.278991; 0.29404; 0.309017; 0.323917; 0.338738; 0.353475; 0.368124; 0.382683; 0.397148; 0.411514; 0.425779; 0.439939; 0.45399; 0.467929; 0.481753; 0.495458; 0.509041; 0.522498; 0.535826; 0.549022; 0.562083; 0.575005; 0.587785; 0.60042; 0.612907; 0.625242; 0.637424; 0.649448; 0.661311; 0.673012; 0.684547; 0.695912; 0.707106; 0.718126; 0.728968; 0.739631; 0.750111; 0.760405; 0.770513; 0.78043; 0.790155; 0.799684; 0.809017; 0.818149; 0.82708; 0.835807; 0.844327; 0.85264; 0.860742; 0.868631; 0.876306; 0.883765; 0.891006; 0.898027; 0.904827; 0.911403; 0.917754; 0.923879; 0.929776; 0.935444; 0.94088; 0.946085; 0.951056; 0.955793; 0.960293; 0.964557; 0.968583; 0.97237; 0.975917; 0.979223; 0.982287; 0.985109; 0.987688; 0.990023; 0.992115; 0.993961; 0.995562; 0.996917; 0.998027; 0.99889; 0.999507; 0.999877; 0.999507
0; 0.0238266; 0.0428978; 0.0603131; 0.0770513; 0.0934619; 0.109686; 0.125786; 0.141793; 0.157721; 0.173579; 0.189369; 0.205092; 0.220747; 0.236333; 0.251847; 0.267286; 0.282647; 0.297927; 0.313121; 0.328228; 0.343242; 0.35816; 0.372978; 0.387693; 0.402301; 0.416798; 0.431181; 0.445445; 0.459587; 0.473603; 0.48749; 0.501244; 0.514862; 0.52834; 0.541674; 0.554861; 0.567899; 0.580782; 0.59351; 0.606077; 0.618481; 0.630719; 0.642788; 0.654685; 0.666407; 0.677951; 0.689314; 0.700494; 0.711488; 0.722294; 0.732909; 0.74333; 0.753556; 0.763584; 0.773411; 0.783037; 0.792458; 0.801673; 0.810681; 0.819478; 0.828065; 0.836438; 0.844597; 0.852541; 0.860267; 0.867776; 0.875065; 0.882134; 0.888983; 0.895609; 0.902014; 0.908197; 0.914156; 0.919893; 0.925408; 0.930699; 0.935769; 0.940617; 0.945245; 0.949653; 0.953843; 0.957816; 0.961576; 0.965123; 0.968461; 0.971594; 0.974525; 0.977259; 0.979802; 0.982161; 0.984345; 0.986364; 0.988232; 0.989967; 0.991591; 0.993141; 0.994666; 0.996247; 0.998027
0; 0.0209592; 0.0402678; 0.0583966; 0.0758166; 0.0928095; 0.10953; 0.126063; 0.142456; 0.158735; 0.174915; 0.191005; 0.20701; 0.222931; 0.238768; 0.254519; 0.270183; 0.285757; 0.301237; 0.316621; 0.331905; 0.347086; 0.362159; 0.37712; 0.391967; 0.406694; 0.421299; 0.435776; 0.450123; 0.464335; 0.478409; 0.49234; 0.506125; 0.519761; 0.533244; 0.546569; 0.559735; 0.572736; 0.58557; 0.598234; 0.610724; 0.623037; 0.635171; 0.647121; 0.658886; 0.670462; 0.681846; 0.693037; 0.704031; 0.714826; 0.72542; 0.73581; 0.745994; 0.755971; 0.765738; 0.775294; 0.784637; 0.793765; 0.802676; 0.811371; 0.819846; 0.828102; 0.836137; 0.843951; 0.851543; 0.858912; 0.866059; 0.872982; 0.879683; 0.886161; 0.892416; 0.89845; 0.904263; 0.909857; 0.915231; 0.92039; 0.925333; 0.930063; 0.934584; 0.938897; 0.943006; 0.946916; 0.950629; 0.954153; 0.957491; 0.960652; 0.963641; 0.966469; 0.969146; 0.971682; 0.974093; 0.976396; 0.978612; 0.980767; 0.982894; 0.985039; 0.987262; 0.989652; 0.992343; 0.995562
0; 0.0197036; 0.0387404; 0.0570732; 0.0748545; 0.0922368; 0.109331; 0.126212; 0.142926; 0.159503; 0.175961; 0.192311; 0.20856; 0.22471; 0.240764; 0.25672; 0.272577; 0.288333; 0.303985; 0.319529; 0.334963; 0.350283; 0.365484; 0.380563; 0.395517; 0.410339; 0.425028; 0.439579; 0.453987; 0.468249; 0.48236; 0.496317; 0.510117; 0.523754; 0.537226; 0.550528; 0.563658; 0.576611; 0.589384; 0.601974; 0.614377; 0.626591; 0.638613; 0.650438; 0.662066; 0.673492; 0.684714; 0.69573; 0.706538; 0.717134; 0.727518; 0.737686; 0.747638; 0.75737; 0.766883; 0.776174; 0.785242; 0.794085; 0.802704; 0.811097; 0.819263; 0.827202; 0.834913; 0.842397; 0.849654; 0.856683; 0.863486; 0.870063; 0.876414; 0.882543; 0.888448; 0.894134; 0.899601; 0.904851; 0.909889; 0.914716; 0.919336; 0.923754; 0.927973; 0.931998; 0.935836; 0.939492; 0.942973; 0.946288; 0.949445; 0.952454; 0.955327; 0.958077; 0.960719; 0.963271; 0.965753; 0.968191; 0.970615; 0.97306; 0.975574; 0.978215; 0.981062; 0.98422; 0.987835; 0.992115
0; 0.0190764; 0.0378397; 0.0561857; 0.0741374; 0.0917595; 0.109117; 0.12626; 0.143229; 0.160048; 0.176735; 0.193301; 0.209755; 0.226099; 0.242334; 0.258462; 0.274481; 0.290388; 0.306181; 0.321858; 0.337414; 0.352845; 0.368149; 0.38332; 0.398356; 0.41325; 0.428001; 0.442602; 0.457051; 0.471342; 0.485472; 0.499437; 0.513233; 0.526855; 0.540301; 0.553566; 0.566646; 0.579538; 0.592239; 0.604744; 0.617052; 0.629159; 0.641061; 0.652756; 0.664241; 0.675513; 0.68657; 0.69741; 0.70803; 0.718428; 0.728603; 0.738552; 0.748274; 0.757767; 0.767031; 0.776064; 0.784865; 0.793433; 0.801768; 0.80987; 0.817738; 0.825373; 0.832774; 0.839943; 0.84688; 0.853586; 0.860062; 0.866311; 0.872333; 0.878131; 0.883708; 0.889065; 0.894208; 0.899138; 0.903861; 0.90838; 0.912702; 0.91683; 0.920772; 0.924535; 0.928125; 0.931552; 0.934825; 0.937955; 0.940954; 0.943835; 0.946612; 0.949304; 0.95193; 0.954513; 0.957078; 0.959658; 0.96229; 0.965018; 0.967896; 0.970994; 0.974397; 0.978214; 0.982586; 0.987688
0; 0.0187238; 0.0372796; 0.0555772; 0.0735966; 0.0913558; 0.108886; 0.126217; 0.143376; 0.160382; 0.177251; 0.193991; 0.210609; 0.227109; 0.243492; 0.259758; 0.275906; 0.291934; 0.307839; 0.323618; 0.339269; 0.354786; 0.370165; 0.385404; 0.400497; 0.41544; 0.43023; 0.44486; 0.459329; 0.47363; 0.487759; 0.501714; 0.515489; 0.52908; 0.542484; 0.555697; 0.568714; 0.581533; 0.59415; 0.606562; 0.618764; 0.630755; 0.64253; 0.654088; 0.665426; 0.67654; 0.687429; 0.698091; 0.708522; 0.718722; 0.728689; 0.738421; 0.747917; 0.757175; 0.766195; 0.774976; 0.783518; 0.791819; 0.79988; 0.807701; 0.815283; 0.822626; 0.82973; 0.836598; 0.84323; 0.849628; 0.855795; 0.861732; 0.867442; 0.872929; 0.878195; 0.883246; 0.888084; 0.892715; 0.897144; 0.901378; 0.905422; 0.909284; 0.912971; 0.916493; 0.919858; 0.923079; 0.926165; 0.929131; 0.931992; 0.934763; 0.937462; 0.940111; 0.942734; 0.945357; 0.948011; 0.950733; 0.953565; 0.956557; 0.95977; 0.963276; 0.967163; 0.971539; 0.97653; 0.982287
0; 0.0185011; 0.0369012; 0.0551322; 0.0731634; 0.0909908; 0.108625; 0.12608; 0.143373; 0.160515; 0.177519; 0.19439; 0.211133; 0.227752; 0.244247; 0.260618; 0.276864; 0.292982; 0.30897; 0.324824; 0.340541; 0.356116; 0.371547; 0.386827; 0.401954; 0.416923; 0.431729; 0.446367; 0.460835; 0.475126; 0.489236; 0.503162; 0.516899; 0.530444; 0.543791; 0.556937; 0.569879; 0.582613; 0.595134; 0.607441; 0.619529; 0.631396; 0.643038; 0.654452; 0.665637; 0.676589; 0.687307; 0.697788; 0.70803; 0.718032; 0.727792; 0.737309; 0.746581; 0.755609; 0.76439; 0.772925; 0.781214; 0.789256; 0.797052; 0.804602; 0.811908; 0.81897; 0.82579; 0.83237; 0.838711; 0.844816; 0.850688; 0.85633; 0.861746; 0.866939; 0.871913; 0.876675; 0.881228; 0.88558; 0.889735; 0.893703; 0.89749; 0.901106; 0.904559; 0.90786; 0.911021; 0.914054; 0.916973; 0.919793; 0.922532; 0.925208; 0.927844; 0.930462; 0.933089; 0.935757; 0.938499; 0.941357; 0.944376; 0.94761; 0.951122; 0.954987; 0.95929; 0.964133; 0.969632; 0.975917
0; 0.0183411; 0.0366158; 0.0547731; 0.0727821; 0.0906299; 0.108315; 0.125842; 0.143218; 0.16045; 0.177544; 0.194505; 0.211336; 0.228038; 0.244611; 0.261054; 0.277366; 0.293544; 0.309585; 0.325485; 0.341241; 0.356849; 0.372305; 0.387603; 0.40274; 0.417711; 0.432512; 0.447137; 0.461583; 0.475844; 0.489917; 0.503797; 0.51748; 0.530961; 0.544237; 0.557303; 0.570156; 0.582792; 0.595207; 0.607399; 0.619363; 0.631097; 0.642598; 0.653863; 0.66489; 0.675676; 0.686219; 0.696517; 0.706569; 0.716372; 0.725926; 0.73523; 0.744281; 0.753081; 0.761629; 0.769923; 0.777966; 0.785756; 0.793295; 0.800584; 0.807624; 0.814417; 0.820964; 0.827268; 0.833332; 0.839158; 0.84475; 0.850113; 0.855249; 0.860165; 0.864864; 0.869354; 0.873641; 0.87773; 0.881631; 0.885352; 0.888901; 0.892289; 0.895526; 0.898625; 0.901599; 0.904461; 0.907229; 0.909919; 0.912551; 0.915145; 0.917727; 0.920321; 0.922958; 0.925671; 0.928498; 0.931481; 0.93467; 0.93812; 0.941895; 0.946069; 0.950724; 0.955956; 0.961871; 0.968583
0; 0.0182097; 0.0363724; 0.0544487; 0.0724112; 0.0902433; 0.107938; 0.125492; 0.142907; 0.160186; 0.177331; 0.194344; 0.211224; 0.227974; 0.244591; 0.261074; 0.277421; 0.293629; 0.309695; 0.325614; 0.341383; 0.356997; 0.372452; 0.387744; 0.402868; 0.417819; 0.432592; 0.447183; 0.461588; 0.4758; 0.489817; 0.503634; 0.517245; 0.530647; 0.543837; 0.556809; 0.56956; 0.582086; 0.594384; 0.606451; 0.618282; 0.629876; 0.641229; 0.652338; 0.663201; 0.673817; 0.684182; 0.694295; 0.704154; 0.713759; 0.723107; 0.732198; 0.741032; 0.749608; 0.757925; 0.765985; 0.773787; 0.781333; 0.788623; 0.795659; 0.802442; 0.808976; 0.815261; 0.821302; 0.8271; 0.832661; 0.837987; 0.843084; 0.847957; 0.85261; 0.857051; 0.861286; 0.865322; 0.869167; 0.87283; 0.876321; 0.879649; 0.882826; 0.885864; 0.888777; 0.89158; 0.894288; 0.896918; 0.899491; 0.902027; 0.904549; 0.907084; 0.909659; 0.912307; 0.915064; 0.917968; 0.921065; 0.924404; 0.928043; 0.932044; 0.93648; 0.941431; 0.946984; 0.953238; 0.960294
0; 0.0180878; 0.0361402; 0.0541259; 0.0720208; 0.0898078; 0.107476; 0.12502; 0.142436; 0.159724; 0.176881; 0.193908; 0.210805; 0.227568; 0.244197; 0.260689; 0.277041; 0.293249; 0.309311; 0.325221; 0.340976; 0.356571; 0.372002; 0.387263; 0.402351; 0.417259; 0.431984; 0.44652; 0.460863; 0.475008; 0.488951; 0.502686; 0.51621; 0.529519; 0.542607; 0.555471; 0.568108; 0.580512; 0.592682; 0.604613; 0.616303; 0.627748; 0.638945; 0.649892; 0.660587; 0.671027; 0.681211; 0.691136; 0.700802; 0.710207; 0.71935; 0.72823; 0.736848; 0.745203; 0.753294; 0.761124; 0.768692; 0.775999; 0.783047; 0.789839; 0.796375; 0.802658; 0.808692; 0.81448; 0.820026; 0.825333; 0.830406; 0.835252; 0.839874; 0.844281; 0.848478; 0.852472; 0.856273; 0.85989; 0.86333; 0.866607; 0.869729; 0.872712; 0.875566; 0.878308; 0.880953; 0.883519; 0.886025; 0.888491; 0.89094; 0.893398; 0.895891; 0.89845; 0.901109; 0.903904; 0.906876; 0.910072; 0.913542; 0.917342; 0.921535; 0.926191; 0.931385; 0.9372; 0.943726; 0.951057
