0.389927; 0.397148; 0.404343; 0.411514; 0.418659; 0.425779; 0.432872; 0.439939; 0.446978; 0.45399; 0.460974; 0.467929; 0.474856; 0.481753; 0.488621; 0.495458; 0.502265; 0.509041; 0.515786; 0.522498; 0.529179; 0.535826; 0.542441; 0.549022; 0.55557; 0.562083; 0.568561; 0.575005; 0.581413; 0.587785; 0.594121; 0.60042; 0.606682; 0.612907; 0.619094; 0.625242; 0.631352; 0.637424; 0.643455; 0.649448; 0.6554; 0.661311; 0.667182; 0.673012; 0.6788; 0.684547; 0.690251; 0.695912; 0.701531; 0.707106; 0.712638; 0.718126; 0.723569; 0.718126
0.386838; 0.39375; 0.400706; 0.407677; 0.414649; 0.421614; 0.428568; 0.435507; 0.44243; 0.449333; 0.456216; 0.463077; 0.469914; 0.476728; 0.483516; 0.490277; 0.497012; 0.503718; 0.510396; 0.517044; 0.523662; 0.530249; 0.536805; 0.543328; 0.549817; 0.556274; 0.562695; 0.569082; 0.575433; 0.581748; 0.588025; 0.594265; 0.600466; 0.606628; 0.61275; 0.618831; 0.624871; 0.630868; 0.636821; 0.64273; 0.648593; 0.654408; 0.660174; 0.665888; 0.671547; 0.677148; 0.682682; 0.688141; 0.693507; 0.698745; 0.703784; 0.70844; 0.7122; 0.713398
0.383625; 0.390304; 0.397046; 0.403827; 0.410628; 0.417439; 0.424253; 0.431063; 0.437865; 0.444657; 0.451435; 0.458198; 0.464943; 0.471669; 0.478373; 0.485055; 0.491713; 0.498347; 0.504954; 0.511534; 0.518086; 0.524608; 0.5311; 0.537561; 0.543989; 0.550385; 0.556746; 0.563072; 0.569363; 0.575616; 0.581832; 0.588008; 0.594145; 0.600241; 0.606295; 0.612305; 0.618271; 0.624191; 0.630063; 0.635886; 0.641657; 0.647374; 0.653033; 0.658631; 0.664162; 0.669619; 0.674991; 0.680261; 0.685404; 0.690375; 0.695098; 0.699436; 0.703172; 0.706151
0.380312; 0.386794; 0.393345; 0.399948; 0.406585; 0.413244; 0.419918; 0.426598; 0.433279; 0.439957; 0.446629; 0.453291; 0.45994; 0.466575; 0.473193; 0.479792; 0.486371; 0.492928; 0.499461; 0.505969; 0.512451; 0.518905; 0.525331; 0.531726; 0.538089; 0.54442; 0.550718; 0.55698; 0.563207; 0.569396; 0.575546; 0.581657; 0.587726; 0.593753; 0.599735; 0.605672; 0.611562; 0.617402; 0.623191; 0.628926; 0.634604; 0.640222; 0.645775; 0.651259; 0.656665; 0.661985; 0.667207; 0.672311; 0.677272; 0.68205; 0.686591; 0.690822; 0.694681; 0.69821
0.376909; 0.383215; 0.389592; 0.396028; 0.402509; 0.409022; 0.415557; 0.422108; 0.428668; 0.435231; 0.441794; 0.448354; 0.454905; 0.461447; 0.467975; 0.474489; 0.480985; 0.487462; 0.493918; 0.500352; 0.506761; 0.513144; 0.519499; 0.525825; 0.532121; 0.538385; 0.544615; 0.550811; 0.55697; 0.563091; 0.569174; 0.575215; 0.581214; 0.587169; 0.593078; 0.59894; 0.604751; 0.61051; 0.616214; 0.621861; 0.627445; 0.632965; 0.638413; 0.643785; 0.649073; 0.654266; 0.659352; 0.664313; 0.669127; 0.673764; 0.678191; 0.682374; 0.686303; 0.690017
0.373421; 0.379566; 0.385782; 0.392062; 0.398394; 0.404764; 0.411165; 0.417588; 0.424027; 0.430476; 0.43693; 0.443385; 0.449837; 0.456283; 0.46272; 0.469145; 0.475557; 0.481952; 0.488328; 0.494684; 0.501017; 0.507326; 0.513608; 0.519863; 0.526088; 0.532281; 0.538442; 0.544567; 0.550657; 0.556708; 0.56272; 0.56869; 0.574617; 0.580498; 0.586331; 0.592115; 0.597846; 0.603523; 0.609141; 0.614699; 0.62019; 0.625612; 0.630959; 0.636224; 0.641399; 0.646474; 0.651438; 0.656275; 0.660968; 0.665496; 0.669839; 0.673982; 0.677927; 0.681693
0.369853; 0.375848; 0.381914; 0.388047; 0.394235; 0.400469; 0.406738; 0.413036; 0.419354; 0.425689; 0.432033; 0.438383; 0.444734; 0.451084; 0.457427; 0.463763; 0.470087; 0.476398; 0.482692; 0.488967; 0.495222; 0.501454; 0.507661; 0.513842; 0.519993; 0.526114; 0.532202; 0.538256; 0.544273; 0.550252; 0.55619; 0.562087; 0.567939; 0.573744; 0.5795; 0.585205; 0.590855; 0.596449; 0.601981; 0.607449; 0.612849; 0.618176; 0.623423; 0.628585; 0.633654; 0.63862; 0.643473; 0.648201; 0.65279; 0.657225; 0.661495; 0.665592; 0.669521; 0.673282
0.36621; 0.372063; 0.377986; 0.383979; 0.390031; 0.396132; 0.402273; 0.408448; 0.414648; 0.420868; 0.427103; 0.433348; 0.439598; 0.445849; 0.452098; 0.458342; 0.464577; 0.470801; 0.477011; 0.483205; 0.489379; 0.495532; 0.501662; 0.507765; 0.513841; 0.519886; 0.5259; 0.531879; 0.537822; 0.543727; 0.54959; 0.555411; 0.561187; 0.566914; 0.572592; 0.578217; 0.583785; 0.589294; 0.594741; 0.600121; 0.60543; 0.610663; 0.615814; 0.620877; 0.625846; 0.63071; 0.635462; 0.640091; 0.644586; 0.648937; 0.653138; 0.657182; 0.661074; 0.664803
0.362495; 0.368213; 0.374001; 0.37986; 0.38578; 0.391753; 0.397769; 0.403823; 0.409906; 0.416014; 0.422139; 0.428279; 0.434427; 0.440579; 0.446733; 0.452884; 0.459029; 0.465165; 0.471289; 0.477398; 0.48349; 0.489562; 0.495612; 0.501637; 0.507635; 0.513603; 0.51954; 0.525443; 0.531309; 0.537138; 0.542925; 0.548668; 0.554366; 0.560015; 0.565613; 0.571156; 0.576642; 0.582068; 0.587429; 0.592721; 0.59794; 0.603082; 0.60814; 0.613108; 0.617981; 0.622749; 0.627406; 0.631943; 0.636352; 0.640625; 0.644756; 0.648742; 0.652585; 0.656267
0.358711; 0.364301; 0.369959; 0.375689; 0.381482; 0.38733; 0.393225; 0.39916; 0.405129; 0.411124; 0.417142; 0.423176; 0.429222; 0.435275; 0.441332; 0.447389; 0.453443; 0.459489; 0.465526; 0.471549; 0.477557; 0.483547; 0.489515; 0.495459; 0.501378; 0.507267; 0.513126; 0.518951; 0.524739; 0.530489; 0.536198; 0.541863; 0.547482; 0.553052; 0.558569; 0.564031; 0.569434; 0.574775; 0.580051; 0.585256; 0.590387; 0.595439; 0.600407; 0.605284; 0.610064; 0.614742; 0.619309; 0.62376; 0.628086; 0.632282; 0.636344; 0.640269; 0.644056; 0.647682
