0.723569; 0.718126; 0.723569; 0.728968; 0.734322; 0.739631; 0.744894; 0.750111; 0.755281; 0.760405; 0.765483; 0.770513; 0.775495; 0.78043; 0.785316; 0.790155; 0.794944; 0.799684; 0.804375; 0.809017; 0.813608; 0.818149; 0.82264; 0.82708; 0.831469; 0.835807; 0.840093; 0.844327; 0.84851; 0.85264; 0.856717; 0.860742; 0.864713; 0.868631; 0.872496; 0.876306; 0.880063; 0.883765; 0.887413; 0.891006; 0.894544; 0.898027; 0.901455; 0.904827; 0.908143; 0.911403; 0.914607; 0.917754; 0.920845; 0.923879; 0.926856; 0.929776; 0.932639; 0.923879
0.712198; 0.713401; 0.717121; 0.721672; 0.726527; 0.731501; 0.73652; 0.741548; 0.746567; 0.751567; 0.75654; 0.761483; 0.766392; 0.771265; 0.776099; 0.780893; 0.785646; 0.790357; 0.795024; 0.799647; 0.804225; 0.808757; 0.813243; 0.817681; 0.822072; 0.826414; 0.830707; 0.834951; 0.839144; 0.843286; 0.847378; 0.851417; 0.855404; 0.859337; 0.863217; 0.867043; 0.870813; 0.874528; 0.878185; 0.881785; 0.885326; 0.888807; 0.892226; 0.89558; 0.898868; 0.902083; 0.905221; 0.90827; 0.911213; 0.914015; 0.916597; 0.918771; 0.919991; 0.918493
0.703166; 0.706156; 0.70984; 0.714061; 0.718598; 0.723309; 0.728113; 0.732966; 0.737839; 0.742716; 0.747586; 0.75244; 0.757273; 0.762081; 0.766859; 0.771607; 0.77632; 0.780997; 0.785637; 0.790238; 0.794799; 0.799318; 0.803794; 0.808227; 0.812616; 0.816958; 0.821254; 0.825503; 0.829703; 0.833855; 0.837956; 0.842006; 0.846005; 0.84995; 0.853842; 0.857679; 0.86146; 0.865184; 0.868848; 0.872452; 0.875994; 0.87947; 0.882878; 0.886215; 0.889473; 0.892647; 0.895725; 0.898691; 0.901518; 0.904159; 0.906536; 0.908504; 0.909839; 0.910383
0.694673; 0.698218; 0.702021; 0.706133; 0.710488; 0.71501; 0.719641; 0.724341; 0.729081; 0.733842; 0.73861; 0.743377; 0.748134; 0.752875; 0.757596; 0.762294; 0.766965; 0.771606; 0.776215; 0.780791; 0.785331; 0.789833; 0.794297; 0.798721; 0.803104; 0.807443; 0.811739; 0.815989; 0.820193; 0.82435; 0.828458; 0.832516; 0.836523; 0.840477; 0.844378; 0.848223; 0.852012; 0.855741; 0.859411; 0.863017; 0.866557; 0.870028; 0.873426; 0.876746; 0.87998; 0.883119; 0.88615; 0.889056; 0.891808; 0.894367; 0.896676; 0.898661; 0.900259; 0.901521
0.686292; 0.690027; 0.693898; 0.697963; 0.702207; 0.706594; 0.711088; 0.715658; 0.720279; 0.724933; 0.729606; 0.734288; 0.738969; 0.743644; 0.748307; 0.752954; 0.75758; 0.762182; 0.766759; 0.771306; 0.775823; 0.780306; 0.784754; 0.789166; 0.793539; 0.797873; 0.802164; 0.806413; 0.810618; 0.814777; 0.818888; 0.822951; 0.826963; 0.830923; 0.83483; 0.838681; 0.842475; 0.846209; 0.849881; 0.853488; 0.857027; 0.860493; 0.863882; 0.867187; 0.870402; 0.873516; 0.876515; 0.879384; 0.882098; 0.884628; 0.886939; 0.889; 0.8908; 0.892385
0.677914; 0.681706; 0.685595; 0.689621; 0.693786; 0.69807; 0.702454; 0.706913; 0.711428; 0.715985; 0.720568; 0.725169; 0.729777; 0.734387; 0.738991; 0.743585; 0.748166; 0.752728; 0.757269; 0.761786; 0.766277; 0.770738; 0.775168; 0.779564; 0.783926; 0.78825; 0.792535; 0.796779; 0.800982; 0.805139; 0.809252; 0.813316; 0.817331; 0.821295; 0.825205; 0.82906; 0.832858; 0.836594; 0.840268; 0.843875; 0.847412; 0.850874; 0.854256; 0.857552; 0.860753; 0.863851; 0.866832; 0.869682; 0.872384; 0.874916; 0.87726; 0.8794; 0.881343; 0.883109
0.669505; 0.673298; 0.677171; 0.681155; 0.685252; 0.689452; 0.693742; 0.698105; 0.702527; 0.706994; 0.711494; 0.716018; 0.720555; 0.725101; 0.729647; 0.734189; 0.738723; 0.743243; 0.747748; 0.752232; 0.756695; 0.761132; 0.765541; 0.76992; 0.774266; 0.778579; 0.782855; 0.787092; 0.791289; 0.795444; 0.799554; 0.803618; 0.807633; 0.811598; 0.81551; 0.819367; 0.823166; 0.826905; 0.830579; 0.834186; 0.837722; 0.841181; 0.844559; 0.847848; 0.851042; 0.854132; 0.857106; 0.859952; 0.862658; 0.865209; 0.867594; 0.869807; 0.871853; 0.873737
0.661055; 0.664822; 0.66866; 0.672595; 0.676628; 0.680753; 0.684961; 0.689239; 0.693576; 0.697961; 0.702384; 0.706833; 0.711303; 0.715786; 0.720275; 0.724765; 0.729251; 0.733729; 0.738196; 0.742647; 0.747079; 0.751489; 0.755876; 0.760235; 0.764565; 0.768863; 0.773127; 0.777355; 0.781545; 0.785694; 0.7898; 0.793861; 0.797875; 0.801839; 0.805751; 0.809608; 0.813408; 0.817147; 0.820822; 0.824428; 0.827963; 0.831421; 0.834797; 0.838084; 0.841276; 0.844364; 0.847339; 0.850192; 0.852912; 0.855489; 0.857917; 0.860193; 0.86232; 0.864291
0.652564; 0.656289; 0.66008; 0.663961; 0.667931; 0.671986; 0.676119; 0.68032; 0.684579; 0.688888; 0.693237; 0.697617; 0.702021; 0.706443; 0.710876; 0.715314; 0.719753; 0.724188; 0.728615; 0.733031; 0.737432; 0.741814; 0.746176; 0.750513; 0.754824; 0.759106; 0.763357; 0.767573; 0.771753; 0.775894; 0.779994; 0.784051; 0.788061; 0.792023; 0.795933; 0.799789; 0.803588; 0.807327; 0.811002; 0.814609; 0.818144; 0.821602; 0.824978; 0.828266; 0.831459; 0.834551; 0.837534; 0.840399; 0.843138; 0.845746; 0.848216; 0.850547; 0.852741; 0.854781
0.644032; 0.647706; 0.651443; 0.655266; 0.659174; 0.663162; 0.667224; 0.671352; 0.675539; 0.679776; 0.684056; 0.68837; 0.692711; 0.697073; 0.701451; 0.705837; 0.710229; 0.71462; 0.719008; 0.723387; 0.727756; 0.732109; 0.736444; 0.740758; 0.745049; 0.749312; 0.753547; 0.75775; 0.761918; 0.76605; 0.770142; 0.774191; 0.778197; 0.782154; 0.786062; 0.789916; 0.793714; 0.797452; 0.801126; 0.804733; 0.808269; 0.811728; 0.815107; 0.818398; 0.821597; 0.824696; 0.82769; 0.830572; 0.833334; 0.835973; 0.838483; 0.840864; 0.843115; 0.845213
