0.932639; 0.923879; 0.926856; 0.929776; 0.932639; 0.935444; 0.938191; 0.94088; 0.943512; 0.946085; 0.9486; 0.951056; 0.953454; 0.955793; 0.958073; 0.960293; 0.962455; 0.964557; 0.9666; 0.968583; 0.970506; 0.97237; 0.974173; 0.975917; 0.9776; 0.979223; 0.980785; 0.982287; 0.983728; 0.985109; 0.986429; 0.987688; 0.988886; 0.990023; 0.9911; 0.992115; 0.993068; 0.993961; 0.994792; 0.995562; 0.99627; 0.996917; 0.997503; 0.998027; 0.998489; 0.99889; 0.999229; 0.999507; 0.999722; 0.999877; 0.999969; 0.999877
0.919988; 0.918495; 0.919724; 0.921846; 0.924292; 0.92686; 0.929471; 0.932085; 0.934683; 0.937255; 0.939793; 0.942291; 0.944748; 0.94716; 0.949526; 0.951844; 0.954113; 0.956332; 0.958501; 0.960617; 0.962682; 0.964694; 0.966652; 0.968557; 0.970408; 0.972205; 0.973947; 0.975634; 0.977266; 0.978842; 0.980363; 0.981828; 0.983237; 0.98459; 0.985887; 0.987128; 0.988312; 0.989441; 0.990513; 0.991529; 0.99249; 0.993394; 0.994243; 0.995038; 0.995778; 0.996464; 0.997097; 0.997679; 0.99821; 0.998693; 0.999128; 0.999507
0.909833; 0.910388; 0.911695; 0.913583; 0.915808; 0.918217; 0.920723; 0.923276; 0.925849; 0.928421; 0.930981; 0.93352; 0.936034; 0.938516; 0.940965; 0.943377; 0.945749; 0.948081; 0.950371; 0.952617; 0.954819; 0.956975; 0.959084; 0.961147; 0.963161; 0.965127; 0.967044; 0.968912; 0.97073; 0.972498; 0.974215; 0.975882; 0.977498; 0.979062; 0.980576; 0.982038; 0.98345; 0.98481; 0.986119; 0.987377; 0.988585; 0.989743; 0.990851; 0.991912; 0.992924; 0.993891; 0.994813; 0.995694; 0.996536; 0.997343; 0.998124; 0.99889
0.900251; 0.90153; 0.903087; 0.904979; 0.907131; 0.909462; 0.911909; 0.914426; 0.916986; 0.919565; 0.922151; 0.924733; 0.927302; 0.929854; 0.932383; 0.934886; 0.937359; 0.9398; 0.942208; 0.94458; 0.946915; 0.949211; 0.951467; 0.953683; 0.955856; 0.957988; 0.960076; 0.96212; 0.96412; 0.966075; 0.967984; 0.969848; 0.971667; 0.973439; 0.975164; 0.976844; 0.978477; 0.980064; 0.981606; 0.983101; 0.984552; 0.985959; 0.987322; 0.988643; 0.989923; 0.991164; 0.992369; 0.993542; 0.994686; 0.995807; 0.996916; 0.998027
0.890789; 0.892397; 0.894152; 0.896116; 0.898273; 0.900585; 0.903011; 0.905517; 0.908079; 0.910676; 0.913293; 0.915919; 0.918546; 0.921166; 0.923774; 0.926366; 0.928937; 0.931486; 0.934008; 0.936502; 0.938966; 0.941399; 0.943798; 0.946163; 0.948492; 0.950784; 0.953039; 0.955256; 0.957433; 0.959571; 0.961668; 0.963725; 0.965741; 0.967716; 0.96965; 0.971542; 0.973392; 0.975202; 0.976971; 0.978699; 0.980388; 0.982037; 0.983649; 0.985225; 0.986767; 0.988276; 0.989757; 0.991212; 0.992648; 0.99407; 0.995489; 0.996917
0.881329; 0.883123; 0.88502; 0.887067; 0.889263; 0.89159; 0.894024; 0.896541; 0.899119; 0.901743; 0.904398; 0.907072; 0.909758; 0.912447; 0.915134; 0.917813; 0.920481; 0.923133; 0.925767; 0.928381; 0.930971; 0.933537; 0.936075; 0.938585; 0.941066; 0.943515; 0.945933; 0.948317; 0.950668; 0.952984; 0.955265; 0.957511; 0.95972; 0.961893; 0.964029; 0.966129; 0.968192; 0.970219; 0.972211; 0.974166; 0.976087; 0.977975; 0.97983; 0.981655; 0.983451; 0.985221; 0.986969; 0.988698; 0.990414; 0.992124; 0.993837; 0.995562
0.871836; 0.873754; 0.875758; 0.877883; 0.88013; 0.882492; 0.884952; 0.887494; 0.890102; 0.892762; 0.89546; 0.898187; 0.900933; 0.903692; 0.906457; 0.909223; 0.911985; 0.91474; 0.917483; 0.920213; 0.922927; 0.925622; 0.928296; 0.930948; 0.933576; 0.936179; 0.938755; 0.941303; 0.943823; 0.946313; 0.948773; 0.951202; 0.9536; 0.955967; 0.958301; 0.960604; 0.962875; 0.965115; 0.967323; 0.9695; 0.971648; 0.973768; 0.97586; 0.977926; 0.97997; 0.981993; 0.983999; 0.985993; 0.987979; 0.989964; 0.991955; 0.993961
0.862301; 0.86431; 0.866399; 0.868594; 0.870897; 0.873303; 0.875801; 0.87838; 0.881026; 0.883729; 0.886476; 0.889258; 0.892068; 0.894898; 0.897741; 0.900593; 0.903448; 0.906303; 0.909154; 0.911998; 0.914831; 0.917652; 0.920459; 0.923249; 0.926021; 0.928773; 0.931503; 0.934211; 0.936896; 0.939556; 0.94219; 0.944799; 0.947381; 0.949936; 0.952464; 0.954965; 0.957438; 0.959884; 0.962304; 0.964698; 0.967067; 0.969412; 0.971734; 0.974036; 0.97632; 0.978588; 0.980844; 0.983092; 0.985337; 0.987584; 0.989841; 0.992115
0.852718; 0.854803; 0.856962; 0.859221; 0.86158; 0.864035; 0.866579; 0.869201; 0.871893; 0.874643; 0.877443; 0.880285; 0.88316; 0.886061; 0.888983; 0.89192; 0.894867; 0.897821; 0.900776; 0.903731; 0.906682; 0.909627; 0.912562; 0.915487; 0.918399; 0.921296; 0.924177; 0.92704; 0.929885; 0.93271; 0.935515; 0.938298; 0.94106; 0.943799; 0.946515; 0.949208; 0.951879; 0.954527; 0.957153; 0.959757; 0.962341; 0.964905; 0.967451; 0.969981; 0.972497; 0.975002; 0.977499; 0.979992; 0.982486; 0.984985; 0.987495; 0.990024
0.843089; 0.845238; 0.847459; 0.849778; 0.852192; 0.854698; 0.857291; 0.859961; 0.862703; 0.865506; 0.868362; 0.871265; 0.874206; 0.87718; 0.880181; 0.883202; 0.88624; 0.88929; 0.892349; 0.895413; 0.898478; 0.901543; 0.904604; 0.90766; 0.910708; 0.913746; 0.916774; 0.919789; 0.92279; 0.925776; 0.928746; 0.931699; 0.934635; 0.937553; 0.940453; 0.943334; 0.946196; 0.94904; 0.951866; 0.954675; 0.957467; 0.960244; 0.963007; 0.965758; 0.968499; 0.971233; 0.973962; 0.976691; 0.979423; 0.982163; 0.984916; 0.987688
